dstport,protocol,tag
9488,icmp,tag_738
4468,udp,tag_595
2406,udp,tag_329
54024,icmp,tag_752
544,tcp,tag_968
18451,tcp,tag_325
1620,icmp,tag_235
8795,icmp,tag_246
19151,icmp,tag_11
3232,icmp,tag_535
54101,udp,tag_824
47170,tcp,tag_843
40729,tcp,tag_93
50692,tcp,tag_363
28889,icmp,tag_339
17257,tcp,tag_50
46281,udp,tag_143
61469,icmp,tag_59
2559,tcp,tag_337
15754,udp,tag_989
33770,icmp,tag_808
22625,udp,tag_890
30194,udp,tag_394
43382,icmp,tag_349
10237,tcp,tag_965
59481,tcp,tag_42
58958,icmp,tag_388
40766,icmp,tag_942
62183,tcp,tag_268
39819,tcp,tag_713
12373,icmp,tag_920
8142,udp,tag_678
26222,udp,tag_948
50424,udp,tag_751
21814,udp,tag_240
39079,tcp,tag_183
35690,icmp,tag_634
31003,icmp,tag_626
43081,icmp,tag_299
18132,icmp,tag_165
18525,udp,tag_686
27537,tcp,tag_767
46494,udp,tag_682
40389,icmp,tag_271
26945,udp,tag_172
23254,tcp,tag_830
39354,tcp,tag_189
39388,icmp,tag_201
35125,icmp,tag_992
9346,tcp,tag_138
54585,icmp,tag_280
18523,icmp,tag_124
16263,icmp,tag_684
19472,tcp,tag_383
8406,udp,tag_858
17664,icmp,tag_773
50120,tcp,tag_153
41200,udp,tag_388
47817,tcp,tag_729
44558,udp,tag_604
42053,udp,tag_603
8434,tcp,tag_31
20218,udp,tag_964
35620,icmp,tag_995
46829,udp,tag_847
35365,tcp,tag_445
30573,tcp,tag_426
63674,tcp,tag_646
62474,udp,tag_258
16936,tcp,tag_94
63805,udp,tag_677
63400,tcp,tag_590
56957,udp,tag_272
43502,icmp,tag_509
47612,udp,tag_207
63301,tcp,tag_179
53365,udp,tag_822
38885,tcp,tag_282
53909,tcp,tag_26
37183,tcp,tag_639
45970,udp,tag_459
18301,tcp,tag_328
14358,udp,tag_834
49398,tcp,tag_310
1407,udp,tag_810
51867,icmp,tag_494
47603,udp,tag_74
22075,udp,tag_374
26313,tcp,tag_486
29639,tcp,tag_266
53142,tcp,tag_796
17049,tcp,tag_853
202,udp,tag_445
31994,icmp,tag_784
54672,icmp,tag_209
23980,udp,tag_79
32643,tcp,tag_769
59872,tcp,tag_511
9845,udp,tag_536
9667,udp,tag_975
62629,tcp,tag_125
16305,tcp,tag_905
64081,tcp,tag_881
64156,icmp,tag_516
32623,icmp,tag_394
18341,udp,tag_509
62692,icmp,tag_103
27092,icmp,tag_858
35435,udp,tag_37
39500,icmp,tag_5
57047,tcp,tag_253
46104,tcp,tag_383
49317,udp,tag_883
11682,udp,tag_76
2326,udp,tag_578
26596,udp,tag_156
46593,tcp,tag_854
64052,icmp,tag_488
10521,udp,tag_930
37526,tcp,tag_372
46519,icmp,tag_38
31432,icmp,tag_999
49242,udp,tag_187
26512,udp,tag_827
29930,tcp,tag_421
11689,tcp,tag_452
33708,icmp,tag_102
36717,icmp,tag_625
63924,tcp,tag_680
710,tcp,tag_658
35261,tcp,tag_173
61191,tcp,tag_535
35938,tcp,tag_971
32738,icmp,tag_491
56270,icmp,tag_202
32173,udp,tag_856
36420,icmp,tag_147
27611,tcp,tag_49
39134,tcp,tag_517
46444,udp,tag_841
48504,icmp,tag_647
43548,tcp,tag_177
18389,tcp,tag_144
19989,icmp,tag_45
24190,icmp,tag_718
52678,udp,tag_962
55368,icmp,tag_267
65407,tcp,tag_75
52198,udp,tag_856
57895,tcp,tag_623
38885,tcp,tag_876
31384,tcp,tag_519
54191,tcp,tag_984
59025,tcp,tag_974
30028,tcp,tag_283
44143,tcp,tag_554
6916,icmp,tag_30
50629,tcp,tag_626
10270,icmp,tag_928
54032,udp,tag_55
60262,udp,tag_474
61226,tcp,tag_566
49393,tcp,tag_824
20217,udp,tag_992
18939,udp,tag_51
33413,tcp,tag_454
9193,tcp,tag_738
57799,udp,tag_8
1571,udp,tag_197
2052,tcp,tag_283
62240,icmp,tag_194
37641,tcp,tag_131
58266,icmp,tag_486
10244,udp,tag_403
57454,icmp,tag_693
37166,icmp,tag_142
4648,tcp,tag_675
46685,icmp,tag_796
57932,icmp,tag_83
43468,udp,tag_536
62341,udp,tag_841
60843,tcp,tag_212
47127,icmp,tag_49
48110,udp,tag_786
58131,udp,tag_407
3812,tcp,tag_69
38345,icmp,tag_920
39403,tcp,tag_894
30831,icmp,tag_234
61934,tcp,tag_33
61209,tcp,tag_343
25306,icmp,tag_207
30731,icmp,tag_177
26864,udp,tag_123
29279,icmp,tag_113
26799,udp,tag_200
17027,udp,tag_282
48090,icmp,tag_868
35634,tcp,tag_142
9609,tcp,tag_717
19828,tcp,tag_307
8652,icmp,tag_333
50201,icmp,tag_510
62674,udp,tag_990
7148,icmp,tag_371
55315,tcp,tag_765
32764,tcp,tag_349
59740,icmp,tag_134
27559,tcp,tag_290
29921,udp,tag_313
36397,icmp,tag_56
52654,udp,tag_716
57915,icmp,tag_459
17540,icmp,tag_22
18930,icmp,tag_883
1223,udp,tag_78
41876,icmp,tag_508
12774,tcp,tag_150
55400,udp,tag_518
11425,icmp,tag_168
27056,udp,tag_192
64896,tcp,tag_425
50722,icmp,tag_671
47207,icmp,tag_238
19573,udp,tag_924
52576,udp,tag_488
21385,icmp,tag_931
36939,icmp,tag_481
39441,icmp,tag_714
58153,icmp,tag_593
41665,udp,tag_988
1046,icmp,tag_984
5601,udp,tag_519
51632,tcp,tag_108
34411,tcp,tag_486
17361,icmp,tag_899
30693,icmp,tag_63
54882,udp,tag_557
16748,udp,tag_863
20663,tcp,tag_414
8510,tcp,tag_625
18802,tcp,tag_715
56257,tcp,tag_702
65456,udp,tag_921
1532,udp,tag_604
65136,icmp,tag_27
51620,icmp,tag_307
61087,icmp,tag_34
35022,icmp,tag_25
39501,udp,tag_272
58984,icmp,tag_289
6126,icmp,tag_772
3388,icmp,tag_554
23257,icmp,tag_342
21718,icmp,tag_999
40203,icmp,tag_299
9524,udp,tag_52
31241,icmp,tag_216
25050,udp,tag_913
19820,tcp,tag_483
34989,tcp,tag_69
48486,icmp,tag_889
63647,tcp,tag_118
44768,tcp,tag_202
25612,udp,tag_400
14351,tcp,tag_401
40196,udp,tag_80
41076,tcp,tag_16
48923,udp,tag_881
42480,icmp,tag_248
30205,udp,tag_805
64644,icmp,tag_11
7962,udp,tag_757
27408,icmp,tag_459
3982,udp,tag_474
55497,udp,tag_473
57438,udp,tag_907
1952,tcp,tag_440
44043,udp,tag_256
24150,udp,tag_129
4141,tcp,tag_89
2937,udp,tag_389
6951,tcp,tag_819
47993,udp,tag_202
27045,icmp,tag_474
60581,icmp,tag_902
43256,udp,tag_96
2843,icmp,tag_331
13869,icmp,tag_437
36615,icmp,tag_29
28020,icmp,tag_476
16285,icmp,tag_882
9376,icmp,tag_495
62500,udp,tag_342
20770,tcp,tag_635
50619,tcp,tag_885
15973,udp,tag_404
21117,tcp,tag_828
62829,tcp,tag_322
60315,icmp,tag_526
13636,icmp,tag_327
43401,tcp,tag_557
55528,udp,tag_947
65497,udp,tag_703
10132,icmp,tag_331
56612,icmp,tag_874
60368,udp,tag_162
16874,tcp,tag_771
42737,udp,tag_925
12164,tcp,tag_159
25933,icmp,tag_581
22797,tcp,tag_530
37220,tcp,tag_479
25889,udp,tag_469
15715,udp,tag_378
25727,udp,tag_755
53412,icmp,tag_799
49225,tcp,tag_684
7385,icmp,tag_699
49958,tcp,tag_791
54702,udp,tag_797
6905,tcp,tag_548
43191,icmp,tag_40
55026,tcp,tag_474
7508,udp,tag_579
52247,icmp,tag_660
52634,udp,tag_701
26911,tcp,tag_682
54412,icmp,tag_160
53024,icmp,tag_76
49667,udp,tag_861
42898,tcp,tag_579
27894,udp,tag_447
47907,tcp,tag_630
59630,udp,tag_742
38608,udp,tag_423
63381,udp,tag_658
54359,icmp,tag_122
58701,icmp,tag_212
61689,icmp,tag_963
15713,tcp,tag_317
40351,udp,tag_616
39452,tcp,tag_212
22310,udp,tag_527
17399,tcp,tag_636
46518,udp,tag_204
46553,tcp,tag_897
35401,udp,tag_612
29845,tcp,tag_285
10301,icmp,tag_790
34910,tcp,tag_822
46851,tcp,tag_631
15690,icmp,tag_445
25472,udp,tag_225
5069,icmp,tag_973
33349,udp,tag_916
57531,udp,tag_268
60045,tcp,tag_206
56335,tcp,tag_419
38473,udp,tag_771
36004,icmp,tag_225
53782,tcp,tag_543
62616,udp,tag_819
333,udp,tag_419
59449,icmp,tag_973
56134,udp,tag_791
50281,udp,tag_428
47637,icmp,tag_775
11779,udp,tag_235
32319,tcp,tag_659
43846,udp,tag_760
23256,icmp,tag_947
54048,icmp,tag_295
44130,tcp,tag_718
37742,tcp,tag_502
53282,udp,tag_354
405,icmp,tag_33
44352,tcp,tag_630
47544,tcp,tag_186
799,tcp,tag_205
8528,tcp,tag_583
45753,icmp,tag_141
36262,udp,tag_369
2358,tcp,tag_560
48264,icmp,tag_90
63245,udp,tag_299
6901,icmp,tag_678
14447,icmp,tag_620
36634,tcp,tag_59
10766,udp,tag_260
31837,icmp,tag_193
35621,udp,tag_802
42153,icmp,tag_201
33950,udp,tag_901
36335,tcp,tag_41
57339,tcp,tag_375
50341,icmp,tag_18
23936,udp,tag_594
49439,icmp,tag_774
18745,tcp,tag_398
64750,udp,tag_896
12458,icmp,tag_221
42080,udp,tag_471
47025,icmp,tag_331
40334,udp,tag_425
4143,tcp,tag_529
60638,tcp,tag_294
50425,tcp,tag_880
11265,tcp,tag_234
32884,icmp,tag_344
4231,icmp,tag_705
9474,tcp,tag_241
52879,icmp,tag_556
56090,udp,tag_762
30121,udp,tag_242
49540,tcp,tag_965
4966,udp,tag_645
9086,icmp,tag_921
12482,tcp,tag_683
56091,tcp,tag_435
22278,udp,tag_237
40341,icmp,tag_224
11927,udp,tag_733
11981,udp,tag_671
13968,tcp,tag_216
18469,udp,tag_5
6426,udp,tag_180
42577,tcp,tag_979
37576,icmp,tag_561
56051,icmp,tag_939
60506,tcp,tag_882
57436,icmp,tag_563
1641,udp,tag_850
20801,icmp,tag_326
55224,icmp,tag_481
2636,tcp,tag_830
57058,tcp,tag_668
20939,tcp,tag_695
19914,icmp,tag_919
8276,udp,tag_178
30292,icmp,tag_416
36387,tcp,tag_19
46552,tcp,tag_40
4433,tcp,tag_645
5040,icmp,tag_795
30219,udp,tag_908
35070,tcp,tag_186
21360,tcp,tag_916
22061,tcp,tag_249
55879,udp,tag_814
22083,tcp,tag_317
9783,udp,tag_903
32453,udp,tag_853
19192,icmp,tag_397
61349,tcp,tag_974
33792,udp,tag_851
45844,icmp,tag_66
5447,tcp,tag_111
8566,udp,tag_631
19905,tcp,tag_196
56414,tcp,tag_379
50087,tcp,tag_88
33734,icmp,tag_685
13039,icmp,tag_859
8377,tcp,tag_518
103,udp,tag_960
42058,udp,tag_442
26614,icmp,tag_174
53842,tcp,tag_695
12105,udp,tag_935
41117,udp,tag_914
47432,udp,tag_958
39864,udp,tag_638
48641,icmp,tag_682
62339,icmp,tag_580
53375,tcp,tag_666
63434,tcp,tag_871
44948,tcp,tag_71
1314,icmp,tag_684
3106,icmp,tag_4
18993,icmp,tag_415
22577,tcp,tag_331
40149,udp,tag_722
29416,icmp,tag_372
29328,icmp,tag_687
22999,icmp,tag_488
21891,udp,tag_907
2555,tcp,tag_288
31795,tcp,tag_778
5216,icmp,tag_21
65450,udp,tag_741
61036,icmp,tag_176
54660,tcp,tag_455
7745,tcp,tag_605
47622,udp,tag_460
38878,tcp,tag_72
55997,tcp,tag_491
1806,udp,tag_9
32883,udp,tag_742
55206,icmp,tag_703
21586,tcp,tag_314
6586,icmp,tag_400
64880,tcp,tag_209
27907,udp,tag_250
57605,tcp,tag_888
63527,udp,tag_41
27392,udp,tag_166
35533,icmp,tag_117
9784,tcp,tag_817
45775,icmp,tag_93
51848,icmp,tag_938
4197,udp,tag_111
20961,icmp,tag_803
9856,icmp,tag_190
14299,icmp,tag_722
51398,tcp,tag_693
19396,tcp,tag_166
19818,tcp,tag_43
38916,udp,tag_91
54911,udp,tag_352
24290,tcp,tag_162
57958,udp,tag_629
37958,udp,tag_631
4289,tcp,tag_305
47581,udp,tag_942
9972,icmp,tag_105
2205,icmp,tag_685
35516,icmp,tag_199
63571,udp,tag_25
29119,udp,tag_227
45266,icmp,tag_313
7839,udp,tag_984
11916,tcp,tag_27
48909,tcp,tag_144
1688,icmp,tag_214
10141,tcp,tag_219
29015,icmp,tag_303
1034,tcp,tag_16
16156,tcp,tag_329
14229,udp,tag_154
9671,icmp,tag_913
252,icmp,tag_170
15075,icmp,tag_431
12797,udp,tag_620
653,udp,tag_874
12471,tcp,tag_566
6616,tcp,tag_133
38352,tcp,tag_272
37942,udp,tag_1
5736,udp,tag_317
41108,udp,tag_862
903,icmp,tag_147
2010,udp,tag_372
54939,udp,tag_824
18731,tcp,tag_482
40334,tcp,tag_532
36436,udp,tag_66
27658,icmp,tag_91
19279,icmp,tag_503
10461,icmp,tag_751
19821,tcp,tag_177
57863,icmp,tag_214
14356,tcp,tag_437
8509,tcp,tag_345
28375,tcp,tag_845
20458,udp,tag_177
49903,udp,tag_7
10783,udp,tag_98
29976,icmp,tag_924
10828,tcp,tag_404
62064,icmp,tag_286
35805,tcp,tag_513
64357,icmp,tag_12
54417,icmp,tag_429
6504,udp,tag_397
52924,tcp,tag_976
31276,udp,tag_594
554,udp,tag_114
29724,tcp,tag_454
62173,tcp,tag_716
10717,icmp,tag_428
34599,tcp,tag_596
26907,tcp,tag_621
55016,udp,tag_727
41608,icmp,tag_657
4824,tcp,tag_982
63441,tcp,tag_329
29904,tcp,tag_701
35903,udp,tag_683
10096,tcp,tag_576
13351,udp,tag_787
53068,tcp,tag_612
62090,icmp,tag_879
23413,icmp,tag_170
12810,udp,tag_566
35844,udp,tag_776
50275,icmp,tag_357
2942,tcp,tag_46
5476,icmp,tag_338
39961,tcp,tag_518
31716,tcp,tag_542
29406,tcp,tag_921
23915,tcp,tag_600
61912,tcp,tag_990
18478,udp,tag_257
780,udp,tag_28
50629,icmp,tag_509
53717,udp,tag_900
11457,tcp,tag_371
20963,tcp,tag_495
59382,tcp,tag_90
60931,tcp,tag_465
43172,udp,tag_64
44796,tcp,tag_333
34153,tcp,tag_353
40376,udp,tag_34
3620,tcp,tag_918
20172,tcp,tag_335
6726,tcp,tag_393
16148,tcp,tag_186
25729,icmp,tag_905
63561,icmp,tag_82
6521,icmp,tag_693
57397,tcp,tag_518
5272,icmp,tag_630
58121,udp,tag_178
34664,tcp,tag_351
61016,icmp,tag_954
21852,udp,tag_108
21596,icmp,tag_620
10114,icmp,tag_134
33841,tcp,tag_917
7501,tcp,tag_437
42527,tcp,tag_112
53640,icmp,tag_462
51124,tcp,tag_353
65274,tcp,tag_991
20662,icmp,tag_517
53713,udp,tag_650
61686,udp,tag_751
59056,icmp,tag_677
63346,icmp,tag_344
31847,icmp,tag_831
58370,udp,tag_369
9490,tcp,tag_172
47220,icmp,tag_723
15170,udp,tag_829
15254,udp,tag_154
25484,tcp,tag_13
11183,udp,tag_549
35011,udp,tag_157
49339,icmp,tag_414
61882,tcp,tag_542
5316,icmp,tag_477
31223,tcp,tag_33
4597,tcp,tag_797
14932,tcp,tag_617
60298,tcp,tag_375
32114,icmp,tag_902
44357,udp,tag_914
59354,icmp,tag_545
14973,udp,tag_557
53491,icmp,tag_93
27799,udp,tag_393
14864,udp,tag_797
52690,tcp,tag_846
64042,udp,tag_933
58484,icmp,tag_709
48252,tcp,tag_372
13073,icmp,tag_280
11582,udp,tag_489
37178,icmp,tag_695
43200,icmp,tag_443
20104,udp,tag_331
49404,tcp,tag_16
52123,tcp,tag_559
21226,icmp,tag_201
51726,icmp,tag_76
37372,tcp,tag_276
23956,udp,tag_318
44301,icmp,tag_403
13540,tcp,tag_981
58855,icmp,tag_380
2711,udp,tag_703
6439,udp,tag_945
44966,tcp,tag_562
53894,udp,tag_698
64717,tcp,tag_155
26909,tcp,tag_675
23779,udp,tag_462
35309,icmp,tag_208
16857,icmp,tag_1
16286,udp,tag_967
51434,udp,tag_829
54989,tcp,tag_28
5832,udp,tag_953
43239,tcp,tag_943
31188,tcp,tag_588
60345,tcp,tag_762
23483,icmp,tag_235
36642,udp,tag_430
54962,icmp,tag_928
49455,udp,tag_866
36667,udp,tag_451
3238,tcp,tag_100
25386,tcp,tag_280
22804,udp,tag_135
46394,tcp,tag_788
27200,tcp,tag_427
22932,icmp,tag_948
35366,icmp,tag_781
51,tcp,tag_218
18642,tcp,tag_837
61840,icmp,tag_287
23639,icmp,tag_249
12736,icmp,tag_842
35610,udp,tag_149
53210,tcp,tag_384
54472,udp,tag_159
47429,udp,tag_679
52791,udp,tag_122
13379,udp,tag_845
63675,icmp,tag_842
55241,icmp,tag_22
40164,tcp,tag_101
18320,udp,tag_89
8276,icmp,tag_340
28821,udp,tag_66
7158,tcp,tag_634
10961,udp,tag_244
2332,udp,tag_214
27342,tcp,tag_727
15127,udp,tag_402
14431,icmp,tag_338
36515,icmp,tag_997
31106,udp,tag_475
21359,icmp,tag_189
42914,udp,tag_162
15651,icmp,tag_735
30017,icmp,tag_142
34748,tcp,tag_461
65281,udp,tag_206
31276,udp,tag_150
53890,udp,tag_636
23471,icmp,tag_699
35820,tcp,tag_687
5219,tcp,tag_955
60153,icmp,tag_384
60774,udp,tag_378
19372,tcp,tag_77
61585,tcp,tag_294
33666,icmp,tag_454
1491,icmp,tag_727
9871,tcp,tag_314
26963,udp,tag_479
57852,icmp,tag_810
19295,icmp,tag_296
12760,icmp,tag_95
52159,icmp,tag_204
21012,tcp,tag_106
11656,icmp,tag_886
12044,icmp,tag_194
32914,udp,tag_92
16184,tcp,tag_865
46481,tcp,tag_103
17141,udp,tag_267
7862,icmp,tag_117
3602,tcp,tag_790
24393,icmp,tag_940
20329,udp,tag_479
4687,udp,tag_873
51957,udp,tag_479
64374,icmp,tag_145
10178,icmp,tag_283
830,tcp,tag_300
56707,udp,tag_590
40560,icmp,tag_759
24040,icmp,tag_414
2048,icmp,tag_90
50981,tcp,tag_827
2610,tcp,tag_857
61204,icmp,tag_165
58452,icmp,tag_691
52394,icmp,tag_235
26174,tcp,tag_562
55873,icmp,tag_366
35148,tcp,tag_948
22791,tcp,tag_505
60323,tcp,tag_878
23435,tcp,tag_909
21507,tcp,tag_188
59446,tcp,tag_130
47845,icmp,tag_509
1927,udp,tag_106
11527,icmp,tag_987
52398,icmp,tag_147
13665,tcp,tag_825
54711,tcp,tag_276
58004,udp,tag_920
38708,icmp,tag_299
998,udp,tag_420
51424,udp,tag_920
34325,tcp,tag_348
57897,udp,tag_148
12817,udp,tag_82
55235,icmp,tag_175
50720,tcp,tag_322
28672,tcp,tag_82
51929,tcp,tag_48
33422,udp,tag_68
27212,icmp,tag_620
38027,tcp,tag_451
61252,udp,tag_80
1449,udp,tag_889
32706,tcp,tag_368
29145,tcp,tag_982
33150,udp,tag_103
22633,icmp,tag_564
11663,udp,tag_481
14369,icmp,tag_923
28172,icmp,tag_757
22167,icmp,tag_198
47978,udp,tag_193
43769,tcp,tag_412
22543,tcp,tag_141
12097,tcp,tag_492
6490,tcp,tag_16
10110,icmp,tag_108
53204,icmp,tag_952
62659,icmp,tag_16
22543,udp,tag_963
35251,tcp,tag_201
13392,tcp,tag_843
32967,icmp,tag_209
15987,tcp,tag_18
41017,udp,tag_256
3642,udp,tag_687
7151,tcp,tag_811
16287,udp,tag_640
56876,icmp,tag_602
61212,icmp,tag_404
3939,icmp,tag_931
33935,udp,tag_498
17500,tcp,tag_221
349,tcp,tag_200
57490,icmp,tag_457
26094,icmp,tag_325
57572,tcp,tag_311
23276,icmp,tag_511
60712,tcp,tag_6
45235,tcp,tag_101
698,udp,tag_604
55626,tcp,tag_93
61839,tcp,tag_572
26004,icmp,tag_885
5825,icmp,tag_49
32217,tcp,tag_183
30877,tcp,tag_679
39574,tcp,tag_319
50926,icmp,tag_154
30584,icmp,tag_947
22094,tcp,tag_787
48772,icmp,tag_433
55606,tcp,tag_967
61137,tcp,tag_540
9814,icmp,tag_86
20868,icmp,tag_137
31960,udp,tag_400
2014,udp,tag_711
17009,icmp,tag_860
49740,icmp,tag_215
27827,udp,tag_911
15897,udp,tag_250
34051,icmp,tag_843
7348,tcp,tag_367
1685,icmp,tag_524
23417,icmp,tag_715
52256,udp,tag_294
21576,udp,tag_228
54368,icmp,tag_692
19505,icmp,tag_225
13796,tcp,tag_525
63001,icmp,tag_433
35172,udp,tag_234
49337,tcp,tag_824
28506,udp,tag_986
20436,udp,tag_744
44523,icmp,tag_243
37822,udp,tag_520
46276,tcp,tag_424
40251,udp,tag_412
65306,icmp,tag_890
50753,udp,tag_33
23148,udp,tag_206
5197,udp,tag_313
23850,icmp,tag_214
14348,icmp,tag_342
20369,tcp,tag_270
17608,tcp,tag_218
12760,udp,tag_163
19548,icmp,tag_612
15234,tcp,tag_837
11239,udp,tag_89
62098,udp,tag_470
26479,udp,tag_456
56684,tcp,tag_958
27566,icmp,tag_51
55937,icmp,tag_168
48377,udp,tag_581
54327,icmp,tag_208
16017,udp,tag_854
58290,udp,tag_515
47393,tcp,tag_677
63692,udp,tag_424
51589,icmp,tag_415
15330,udp,tag_992
40255,tcp,tag_324
9251,tcp,tag_861
49041,udp,tag_972
25542,tcp,tag_334
21099,tcp,tag_266
33888,tcp,tag_285
38104,tcp,tag_980
42663,udp,tag_487
1719,tcp,tag_402
43428,icmp,tag_821
58665,tcp,tag_98
40149,icmp,tag_58
15118,tcp,tag_98
46050,udp,tag_965
16517,tcp,tag_86
60848,tcp,tag_839
19830,icmp,tag_771
36120,icmp,tag_591
63094,tcp,tag_129
57206,udp,tag_648
3076,icmp,tag_603
69,icmp,tag_23
1720,udp,tag_829
32746,udp,tag_586
18825,icmp,tag_411
38033,icmp,tag_16
6926,icmp,tag_85
21937,icmp,tag_734
6190,icmp,tag_999
45150,icmp,tag_639
52787,tcp,tag_909
45619,udp,tag_938
554,icmp,tag_191
51848,udp,tag_111
42242,tcp,tag_869
47668,tcp,tag_129
61426,tcp,tag_59
54826,icmp,tag_583
9901,udp,tag_194
64349,tcp,tag_878
7431,tcp,tag_2
9365,udp,tag_782
47832,icmp,tag_806
43912,tcp,tag_303
26009,icmp,tag_813
15189,tcp,tag_822
13893,udp,tag_442
8511,tcp,tag_50
45442,udp,tag_633
18218,icmp,tag_867
36959,tcp,tag_320
28618,udp,tag_548
64114,tcp,tag_455
1146,udp,tag_407
54337,udp,tag_304
11348,tcp,tag_874
58637,udp,tag_895
24687,icmp,tag_637
38081,icmp,tag_702
39769,udp,tag_829
64451,udp,tag_908
2050,udp,tag_641
18713,tcp,tag_60
31187,icmp,tag_633
12208,udp,tag_544
48441,udp,tag_997
254,udp,tag_437
4496,tcp,tag_637
43558,udp,tag_278
4334,udp,tag_606
28899,icmp,tag_18
5021,icmp,tag_871
61316,tcp,tag_592
65338,icmp,tag_297
24228,tcp,tag_215
48450,icmp,tag_702
12799,tcp,tag_320
19676,udp,tag_400
63884,udp,tag_441
43469,udp,tag_579
31572,udp,tag_942
52059,tcp,tag_410
61444,icmp,tag_76
33455,icmp,tag_618
19765,icmp,tag_860
38339,udp,tag_517
48204,icmp,tag_970
1470,udp,tag_173
2748,icmp,tag_316
12082,tcp,tag_740
57074,icmp,tag_883
57103,udp,tag_166
53527,icmp,tag_705
24633,udp,tag_710
43466,udp,tag_544
15646,tcp,tag_227
28382,icmp,tag_933
44536,tcp,tag_361
43635,tcp,tag_889
52569,icmp,tag_765
25428,icmp,tag_834
56397,icmp,tag_810
53422,udp,tag_270
50246,udp,tag_153
48011,udp,tag_153
14263,icmp,tag_909
43387,icmp,tag_464
51940,icmp,tag_896
55864,udp,tag_734
3944,tcp,tag_894
47221,icmp,tag_103
10470,tcp,tag_852
47555,tcp,tag_472
52234,tcp,tag_577
10946,tcp,tag_363
8948,udp,tag_639
60917,tcp,tag_285
47297,udp,tag_967
40156,icmp,tag_857
40667,udp,tag_805
18723,udp,tag_318
41658,icmp,tag_915
1358,tcp,tag_950
32443,icmp,tag_104
20685,icmp,tag_877
33667,icmp,tag_742
51974,udp,tag_87
42781,icmp,tag_262
46639,icmp,tag_758
12923,icmp,tag_985
26411,udp,tag_117
18507,icmp,tag_923
52296,tcp,tag_268
25062,udp,tag_459
40554,tcp,tag_500
56399,tcp,tag_789
10220,icmp,tag_470
32410,icmp,tag_74
42266,udp,tag_453
52592,tcp,tag_763
16187,tcp,tag_217
56041,tcp,tag_893
40181,tcp,tag_774
3534,icmp,tag_983
11963,icmp,tag_431
16428,tcp,tag_605
55638,tcp,tag_732
56231,icmp,tag_170
56232,icmp,tag_424
2831,udp,tag_836
17378,tcp,tag_708
51088,udp,tag_550
21283,icmp,tag_721
42339,icmp,tag_883
65220,udp,tag_949
57170,tcp,tag_531
30209,icmp,tag_936
65134,udp,tag_257
60798,icmp,tag_297
61908,icmp,tag_505
57664,udp,tag_89
51892,icmp,tag_735
14041,icmp,tag_921
57811,tcp,tag_277
54023,udp,tag_488
12291,icmp,tag_529
63690,udp,tag_540
18096,icmp,tag_337
25554,tcp,tag_521
16201,icmp,tag_919
10184,udp,tag_973
14536,icmp,tag_173
50404,udp,tag_222
26092,udp,tag_271
29150,udp,tag_726
46340,tcp,tag_654
44469,icmp,tag_113
57925,tcp,tag_181
10440,icmp,tag_285
64600,icmp,tag_937
20928,tcp,tag_272
22132,udp,tag_839
29798,icmp,tag_570
61056,udp,tag_966
58139,tcp,tag_846
65008,tcp,tag_682
12389,tcp,tag_315
5464,icmp,tag_892
15127,tcp,tag_968
10675,icmp,tag_202
62540,udp,tag_663
29775,tcp,tag_214
35,udp,tag_189
41503,tcp,tag_200
11488,tcp,tag_142
20681,udp,tag_319
12181,tcp,tag_447
54948,udp,tag_711
54590,tcp,tag_644
17088,udp,tag_848
49458,udp,tag_347
35091,icmp,tag_368
61967,icmp,tag_128
40074,udp,tag_648
54833,tcp,tag_424
21615,tcp,tag_608
38822,tcp,tag_964
25691,tcp,tag_999
39700,tcp,tag_730
8718,icmp,tag_196
49099,tcp,tag_431
42761,tcp,tag_835
59630,udp,tag_942
30758,tcp,tag_549
35863,udp,tag_882
35895,tcp,tag_989
19106,udp,tag_377
57283,udp,tag_438
64275,udp,tag_297
50052,udp,tag_316
54333,tcp,tag_719
1413,icmp,tag_856
22601,tcp,tag_155
13553,tcp,tag_178
7336,udp,tag_6
29864,tcp,tag_608
24727,icmp,tag_547
57591,tcp,tag_501
8407,udp,tag_162
46859,tcp,tag_372
42616,icmp,tag_180
53736,icmp,tag_490
20763,udp,tag_328
295,icmp,tag_734
9008,udp,tag_3
27139,tcp,tag_798
38547,icmp,tag_645
3308,icmp,tag_671
13912,icmp,tag_749
55271,tcp,tag_800
30455,udp,tag_485
61719,tcp,tag_51
33174,udp,tag_695
22641,icmp,tag_518
37975,icmp,tag_453
60244,tcp,tag_207
35539,icmp,tag_681
24763,tcp,tag_80
57542,icmp,tag_277
12359,tcp,tag_262
5373,tcp,tag_103
51192,icmp,tag_629
46168,icmp,tag_185
42103,udp,tag_345
37725,udp,tag_791
17239,udp,tag_582
11845,icmp,tag_533
11361,icmp,tag_469
17719,tcp,tag_613
31758,icmp,tag_464
8464,udp,tag_452
58209,tcp,tag_453
10873,icmp,tag_716
51284,tcp,tag_830
21082,tcp,tag_683
17407,icmp,tag_302
38236,udp,tag_515
33635,icmp,tag_484
3914,icmp,tag_397
52055,udp,tag_466
52573,icmp,tag_559
46157,udp,tag_492
29893,tcp,tag_120
45036,icmp,tag_381
37286,udp,tag_900
62376,tcp,tag_951
11925,icmp,tag_963
36417,tcp,tag_165
63610,tcp,tag_10
3152,icmp,tag_332
47688,icmp,tag_548
5365,udp,tag_917
