Tag Counts:
Tag,Count
59967,icmp,1
65084,tcp,1
46322,icmp,1
27857,icmp,1
24062,icmp,1
24306,icmp,1
53835,udp,1
10407,icmp,1
63478,tcp,1
30624,tcp,1
40083,tcp,1
53101,udp,2
52381,udp,1
2547,icmp,1
51595,icmp,1
30344,tcp,1
4815,tcp,1
17055,udp,1
4933,udp,1
60739,icmp,1
39853,tcp,1
51374,tcp,1
778,udp,1
64624,tcp,1
44598,udp,1
56069,udp,1
38500,udp,1
57384,udp,1
34006,udp,1
14381,tcp,1
29262,udp,1
3273,tcp,1
63674,icmp,1
2202,udp,1
751,icmp,1
27630,udp,1
39352,udp,1
4484,tcp,1
14897,udp,1
59687,icmp,1
7856,icmp,1
9891,udp,1
47652,tcp,1
54130,udp,1
32344,udp,1
44980,tcp,1
45631,tcp,1
42041,icmp,1
5861,udp,1
42214,udp,1
32753,icmp,1
3817,udp,1
42111,tcp,1
34248,icmp,1
13739,udp,1
45005,udp,3
33362,udp,1
8300,udp,1
4123,icmp,1
11001,udp,1
34422,icmp,2
2505,udp,1
17060,icmp,1
49360,tcp,1
8706,icmp,1
50062,udp,1
51190,icmp,1
5267,tcp,1
10586,tcp,1
51334,udp,1
39270,tcp,1
35615,tcp,1
32131,udp,1
8677,icmp,1
26309,tcp,1
53179,icmp,1
31188,udp,1
10402,tcp,1
32724,tcp,1
12160,udp,1
17622,tcp,2
11089,udp,1
27849,tcp,1
43170,udp,1
25262,icmp,1
30121,icmp,1
61716,udp,1
46732,icmp,1
21508,udp,1
42373,icmp,1
12990,icmp,1
54894,udp,1
64199,tcp,1
50360,udp,1
11941,udp,1
29325,icmp,1
29299,icmp,1
64848,udp,1
35231,icmp,1
62045,icmp,1
44692,udp,2
14835,icmp,1
11617,icmp,1
25199,icmp,1
25284,udp,1
24438,udp,1
64196,tcp,1
14447,udp,1
21874,tcp,1
48142,tcp,1
62901,tcp,1
36200,udp,1
18633,tcp,1
58956,icmp,1
40766,icmp,1
36168,udp,1
23197,udp,1
8762,tcp,1
62494,icmp,1
17220,tcp,1
23432,icmp,1
28835,icmp,1
27251,tcp,1
58821,icmp,1
415,udp,1
46587,tcp,1
50644,icmp,1
23460,tcp,1
64551,icmp,1
62697,udp,1
47719,tcp,1
65232,icmp,1
55446,icmp,1
21993,icmp,1
51999,tcp,1
50867,tcp,1
10118,udp,1
44080,icmp,1
13279,tcp,1
46340,icmp,1
60719,udp,1
58333,icmp,1
61860,udp,1
55866,icmp,1
57661,udp,1
31783,icmp,1
11081,udp,1
5208,tcp,1
57001,icmp,1
40071,tcp,1
6727,icmp,1
3744,icmp,1
45456,udp,1
41156,icmp,1
24106,udp,1
24648,udp,1
14576,icmp,1
50311,tcp,1
48107,icmp,1
34754,udp,1
20865,icmp,1
11069,icmp,1
3154,udp,1
5392,udp,1
12732,icmp,1
1523,udp,1
39424,tcp,1
15804,icmp,1
29460,udp,2
2165,udp,1
35411,tcp,1
22325,tcp,2
50829,udp,1
17062,icmp,1
28957,udp,1
50447,tcp,1
53055,icmp,1
50401,udp,1
7662,icmp,1
5095,icmp,1
55154,tcp,2
50095,icmp,1
63033,icmp,1
53863,icmp,1
46414,icmp,1
22575,tcp,1
50336,tcp,1
38869,icmp,1
9970,tcp,1
61233,tcp,1
57846,icmp,1
8267,udp,2
8222,udp,1
39511,tcp,1
17187,icmp,1
51327,tcp,1
34297,icmp,1
13533,udp,1
6181,tcp,1
40871,tcp,1
16275,icmp,1
54748,icmp,1
38527,udp,1
20539,icmp,1
27469,udp,1
39487,tcp,1
25726,icmp,1
61287,icmp,1
47060,tcp,1
23734,udp,1
11104,tcp,1
49213,udp,1
50418,tcp,2
61012,icmp,1
39692,tcp,1
64347,udp,1
28352,tcp,1
23795,icmp,1
55082,tcp,1
39082,icmp,1
39818,udp,1
27390,udp,1
56345,icmp,1
6712,tcp,2
35056,icmp,1
32143,icmp,1
40914,tcp,1
16400,tcp,1
62360,udp,1
25283,tcp,1
25504,tcp,2
49220,icmp,1
28660,icmp,1
10685,icmp,1
17719,icmp,1
2583,udp,1
61408,tcp,1
64380,tcp,1
40512,udp,1
55842,tcp,1
43883,tcp,1
43722,udp,1
59788,udp,1
21804,icmp,1
15835,tcp,1
51568,udp,1
50844,udp,1
31472,tcp,1
60681,tcp,1
61467,udp,1
18809,tcp,1
43292,udp,1
832,icmp,1
6716,icmp,1
45438,tcp,1
42468,icmp,1
54363,tcp,1
8777,udp,1
27217,tcp,1
30324,tcp,1
53185,tcp,1
58201,icmp,1
38941,tcp,1
37972,udp,1
13698,icmp,1
64429,icmp,1
42148,icmp,1
56247,udp,1
53883,tcp,2
8687,udp,1
22845,udp,1
13586,udp,1
3357,udp,1
58262,tcp,1
7544,icmp,1
37345,udp,1
30375,udp,1
51188,udp,1
23531,icmp,1
18424,icmp,1
57843,tcp,1
36908,udp,2
48306,tcp,1
46163,udp,1
46367,tcp,1
38399,icmp,1
9760,icmp,1
44110,tcp,1
57887,tcp,1
51133,icmp,1
46148,udp,1
54193,icmp,1
22268,tcp,1
8063,tcp,1
9100,icmp,1
5249,tcp,1
41929,tcp,1
46150,udp,1
48872,tcp,1
22033,tcp,1
7150,udp,1
3350,udp,1
53395,tcp,1
54717,tcp,1
6260,udp,1
6849,icmp,1
36413,tcp,1
61285,udp,1
64437,icmp,1
56686,udp,1
18048,udp,1
2313,udp,1
23341,tcp,1
56563,icmp,1
46295,icmp,1
26210,icmp,1
30250,tcp,1
40280,tcp,1
8813,tcp,1
31525,udp,1
63485,udp,1
4585,tcp,1
34901,tcp,1
34129,udp,1
24573,icmp,1
35394,tcp,1
56330,icmp,1
60856,icmp,1
61668,udp,1
10785,udp,1
56866,icmp,1
46900,udp,1
51760,udp,1
3295,tcp,1
35659,icmp,1
55678,icmp,1
57535,udp,1
27666,tcp,1
46401,udp,1
40489,icmp,1
20291,tcp,1
51284,icmp,1
37507,icmp,1
9188,tcp,1
39399,icmp,1
2548,icmp,1
39093,udp,1
56889,udp,1
7112,tcp,1
10128,udp,1
4287,tcp,1
38344,udp,1
1095,udp,1
31916,icmp,1
1316,udp,1
64282,tcp,1
18391,udp,1
58136,udp,1
30748,udp,1
36208,udp,1
18156,icmp,1
48089,tcp,1
14619,tcp,1
10421,tcp,1
59424,udp,1
36384,tcp,1
38196,icmp,1
17528,icmp,1
25222,icmp,1
26994,udp,1
42252,tcp,1
65427,udp,1
36823,icmp,1
820,icmp,1
19175,tcp,1
46967,tcp,1
56241,udp,1
37566,udp,2
53010,tcp,1
2655,icmp,1
7713,udp,1
2304,icmp,1
53919,udp,1
16781,icmp,1
9842,udp,1
56012,tcp,1
62260,udp,1
47599,icmp,1
28799,icmp,1
37991,udp,1
3325,udp,1
48373,udp,1
49617,tcp,1
35099,icmp,1
18495,udp,1
52937,icmp,1
58512,udp,1
54566,udp,1
36764,tcp,1
51474,udp,1
54151,icmp,2
33995,icmp,1
25490,tcp,1
14580,icmp,1
4890,tcp,1
56390,tcp,1
37865,icmp,1
59818,icmp,1
59548,icmp,1
14779,tcp,1
57198,udp,1
49608,icmp,1
35560,icmp,1
54907,udp,1
6857,udp,1
46243,udp,1
26826,icmp,1
57268,udp,1
32059,tcp,1
48565,icmp,1
11069,tcp,1
54426,tcp,1
48861,icmp,1
40117,udp,1
17757,icmp,1
12920,icmp,1
30838,icmp,1
62430,tcp,1
53893,udp,1
8829,tcp,1
58702,icmp,1
61803,icmp,1
43908,icmp,1
60980,udp,1
27188,icmp,1
10921,tcp,1
54922,udp,1
45401,icmp,1
23752,icmp,1
65110,tcp,1
47036,udp,1
43868,tcp,1
48283,udp,1
12965,tcp,1
53782,udp,1
2820,udp,1
39900,tcp,1
28730,udp,1
20225,tcp,1
15800,udp,1
26588,icmp,1
20165,icmp,1
46970,udp,1
35993,tcp,1
60808,icmp,1
54871,icmp,1
59946,udp,1
1672,tcp,1
60857,tcp,1
62655,tcp,1
5883,icmp,1
2788,tcp,1
18206,udp,1
49426,udp,1
57756,udp,1
33960,tcp,1
39806,udp,1
62586,icmp,1
32284,udp,1
10373,udp,1
51539,udp,1
20644,udp,1
21799,tcp,1
14179,tcp,1
18337,udp,1
3176,icmp,1
42521,tcp,1
41414,udp,1
42141,icmp,1
26291,icmp,1
53052,tcp,1
47066,udp,1
64299,tcp,1
46896,tcp,1
708,icmp,1
43831,tcp,1
1077,tcp,1
62067,udp,1
62207,udp,1
10238,tcp,1
18012,udp,1
35262,icmp,1
1752,udp,1
55484,udp,1
16737,udp,1
14656,tcp,1
5166,icmp,1
56892,tcp,1
21568,tcp,1
2489,tcp,1
57203,icmp,1
2812,udp,1
49351,udp,1
2479,icmp,1
31331,icmp,1
29647,tcp,1
59684,udp,1
60485,tcp,1
5200,tcp,1
20585,udp,1
40387,udp,1
34111,udp,1
51007,icmp,2
2818,icmp,1
10080,tcp,1
50550,tcp,1
52848,tcp,1
12143,udp,1
37579,tcp,1
32597,icmp,1
29155,tcp,1
43886,icmp,1
58898,tcp,1
54718,icmp,1
49104,icmp,2
35232,tcp,2
57515,tcp,1
63503,tcp,1
16154,udp,1
61174,udp,1
48983,udp,1
35331,tcp,1
57465,tcp,1
51325,udp,1
7476,tcp,1
19819,tcp,1
57730,udp,1
53092,udp,1
21663,icmp,1
55440,icmp,1
26759,udp,1
18142,udp,1
1743,tcp,1
20887,tcp,1
43713,icmp,1
5578,tcp,1
8096,tcp,1
4382,icmp,1
27729,udp,1
60298,udp,1
53371,udp,1
60682,tcp,1
26949,tcp,2
19640,icmp,1
59801,icmp,1
60401,tcp,1
63089,icmp,1
30760,tcp,1
62824,udp,1
41233,icmp,1
40907,udp,1
23964,icmp,1
42647,tcp,1
42720,udp,1
2644,udp,1
45833,udp,1
1077,udp,1
11224,tcp,1
46772,icmp,1
28337,udp,1
20736,tcp,1
3357,tcp,1
32746,tcp,1
37405,tcp,1
44305,tcp,1
38638,tcp,1
47536,udp,1
61918,icmp,1
53217,icmp,1
29041,udp,1
52977,icmp,1
34538,icmp,1
17695,icmp,1
53586,udp,1
34123,icmp,1
55783,tcp,1
38923,udp,1
47553,tcp,1
17390,udp,1
19657,udp,1
51265,tcp,1
23459,tcp,1
33620,icmp,1
59907,udp,1
13232,udp,1
35049,icmp,1
1032,tcp,1
48974,udp,1
56636,udp,1
31565,icmp,1
61654,icmp,1
26631,udp,1
43193,udp,1
20052,udp,1
16237,icmp,1
64069,udp,1
33682,icmp,1
6514,tcp,1
36965,udp,1
40040,udp,1
65409,icmp,1
41943,icmp,1
57962,icmp,1
6397,tcp,1
27332,icmp,1
16808,icmp,1
34617,udp,1
46232,icmp,1
53923,icmp,1
34885,udp,1
59934,udp,1
17956,icmp,1
12198,udp,1
42352,udp,1
50737,icmp,1
61900,icmp,1
45482,udp,1
20600,icmp,1
11037,udp,1
11570,udp,1
23473,icmp,1
61905,tcp,1
60633,icmp,2
59754,icmp,1
32835,tcp,1
52719,icmp,1
23530,udp,1
38726,tcp,1
43116,tcp,1
13399,tcp,1
9031,tcp,1
2013,icmp,1
16552,udp,1
15608,udp,1
15681,udp,1
22114,udp,1
54342,icmp,1
48766,tcp,1
42166,udp,1
53760,tcp,1
23264,tcp,1
3278,tcp,1
44470,icmp,1
57596,icmp,1
14308,icmp,1
53967,udp,1
6282,udp,1
60169,udp,1
23977,icmp,1
49995,tcp,1
53811,icmp,1
35961,udp,1
22480,icmp,1
11205,icmp,1
24249,tcp,1
62060,udp,1
31091,udp,1
20952,udp,1
44108,icmp,1
11935,udp,1
52373,icmp,1
27630,icmp,1
46569,udp,1
40619,udp,1
33149,tcp,1
59965,udp,1
4769,udp,1
27182,udp,1
13222,tcp,1
682,udp,1
62885,udp,1
57674,icmp,1
14336,udp,1
18993,icmp,1
58141,tcp,1
21985,icmp,1
16281,udp,1
45524,icmp,1
4778,tcp,1
24406,icmp,1
59224,tcp,1
46790,icmp,1
55449,icmp,1
48885,udp,1
42360,tcp,1
60538,udp,1
7928,tcp,1
37870,udp,1
8267,icmp,1
39536,udp,1
38343,udp,1
11947,udp,1
28986,icmp,1
31815,udp,1
44987,tcp,1
45523,icmp,1
47914,tcp,1
29578,udp,1
60271,icmp,1
22427,udp,1
15260,udp,1
23037,udp,1
4060,icmp,1
24227,icmp,2
64123,tcp,1
29677,udp,1
43548,tcp,1
22532,icmp,1
57831,tcp,1
56756,icmp,1
11997,icmp,1
31210,udp,1
60032,tcp,1
50474,icmp,1
25358,udp,1
4376,udp,1
9847,udp,1
18222,icmp,1
15773,tcp,1
61454,tcp,1
2042,tcp,1
60943,tcp,1
58722,udp,1
50049,udp,1
22832,icmp,1
58750,udp,1
44411,tcp,1
7645,udp,1
62911,udp,1
34672,tcp,1
40007,icmp,1
40346,icmp,1
6716,udp,1
35518,tcp,1
51916,udp,1
979,icmp,1
30763,udp,2
29844,tcp,1
36733,icmp,1
39027,icmp,1
22405,icmp,1
41466,icmp,1
19493,udp,1
47456,icmp,1
36117,icmp,1
49948,icmp,1
43823,tcp,1
2334,udp,1
57194,tcp,1
15826,icmp,1
12341,udp,1
52465,tcp,1
32983,tcp,1
47278,tcp,1
15597,icmp,1
45907,icmp,1
1732,udp,1
11921,icmp,1
18080,icmp,1
62772,icmp,1
3891,icmp,1
48707,tcp,1
48412,udp,1
43558,icmp,1
51210,udp,1
23396,tcp,1
18410,udp,1
45307,icmp,1
53130,udp,1
47971,udp,1
61038,icmp,1
25755,icmp,1
20916,tcp,1
20444,icmp,1
58268,icmp,1
40068,udp,1
19616,icmp,1
28355,icmp,1
60508,udp,1
19144,udp,1
10114,udp,1
25416,tcp,1
12642,tcp,1
38191,tcp,1
53156,udp,1
44903,tcp,1
16306,tcp,1
60876,udp,1
49808,icmp,1
23581,tcp,1
46955,tcp,1
57141,icmp,1
32497,tcp,1
23164,icmp,1
29251,udp,1
50544,tcp,1
25970,tcp,1
50062,icmp,1
28048,icmp,1
28831,tcp,1
32472,tcp,1
48280,tcp,1
36712,icmp,1
64366,udp,1
42576,udp,1
9111,tcp,1
41151,tcp,1
16954,icmp,1
1416,icmp,1
7085,icmp,1
25844,udp,1
8525,udp,1
57111,icmp,1
40894,udp,1
23018,tcp,1
52578,icmp,1
63716,icmp,1
46343,tcp,1
62444,icmp,1
27782,icmp,1
62108,icmp,1
35163,icmp,1
16151,udp,1
47525,icmp,1
36580,icmp,1
33473,tcp,1
8317,icmp,1
35511,icmp,1
26684,udp,1
21465,tcp,1
25459,icmp,1
5189,udp,1
27794,icmp,1
5118,tcp,1
50201,udp,1
11316,icmp,1
10785,tcp,1
34524,icmp,1
39425,udp,1
21188,tcp,1
60316,tcp,1
47350,udp,1
5963,tcp,1
20375,udp,1
16215,udp,1
56482,icmp,1
48706,tcp,1
53346,icmp,1
14063,udp,1
43207,tcp,1
3231,tcp,1
51990,tcp,1
8395,udp,1
61793,tcp,1
4975,tcp,1
54647,udp,1
44934,tcp,1
51697,udp,1
61932,icmp,1
9025,icmp,1
52912,udp,1
35393,tcp,1
517,icmp,1
22347,udp,1
39683,udp,1
28248,tcp,1
60107,icmp,1
16807,icmp,1
51555,icmp,1
16894,tcp,1
23805,tcp,1
44979,tcp,1
36954,tcp,1
6690,udp,1
18056,tcp,1
62084,udp,1
12359,udp,1
20038,icmp,1
24753,icmp,1
36613,tcp,1
32067,icmp,1
40729,tcp,1
10303,tcp,1
2067,udp,1
35712,icmp,1
22226,icmp,1
34156,icmp,2
6266,udp,1
24505,icmp,1
15021,udp,1
33254,icmp,1
51581,icmp,2
12711,udp,1
36875,icmp,1
44484,tcp,1
61310,icmp,1
53766,tcp,1
37576,udp,2
14438,udp,1
42399,udp,1
50559,tcp,1
46847,tcp,1
63319,udp,1
34413,icmp,1
1913,tcp,1
7755,udp,1
55250,icmp,1
37218,tcp,1
9162,icmp,1
37449,icmp,1
14446,icmp,1
34484,tcp,1
47534,icmp,1
53885,icmp,1
54327,tcp,1
20188,udp,1
25332,icmp,1
22186,tcp,1
11018,tcp,1
56132,icmp,1
49550,udp,1
1267,icmp,1
47866,icmp,1
42397,tcp,1
59595,udp,1
30274,tcp,2
6230,udp,1
3748,tcp,1
3235,tcp,1
42974,udp,1
40945,udp,1
25181,udp,1
26045,udp,1
33501,udp,1
6959,udp,1
31775,tcp,1
22902,tcp,1
44398,udp,1
42224,udp,1
26395,udp,1
27625,udp,1
17056,icmp,1
4583,tcp,1
56754,tcp,1
2393,tcp,1
50278,udp,1
10190,udp,1
14116,icmp,1
14142,icmp,1
38499,icmp,1
53370,icmp,1
15454,tcp,1
711,icmp,1
53570,icmp,1
8653,tcp,1
6594,udp,1
56331,udp,1
30079,icmp,1
55374,udp,1
32461,icmp,1
35810,tcp,1
45967,icmp,1
30041,udp,1
34199,tcp,1
8723,udp,1
11423,tcp,1
39878,udp,1
28458,udp,1
44643,tcp,1
37310,udp,1
56312,icmp,1
39871,icmp,1
64709,icmp,1
45383,icmp,1
7997,icmp,1
17261,icmp,1
12207,tcp,1
13818,tcp,1
57215,tcp,1
2091,icmp,1
32211,tcp,1
61116,icmp,2
19174,tcp,1
58241,icmp,1
57572,udp,1
61922,tcp,2
37049,icmp,1
45016,icmp,1
44518,icmp,2
25324,icmp,2
50608,tcp,1
44134,tcp,1
58581,udp,1
21167,udp,1
11581,icmp,1
53182,icmp,1
47800,icmp,1
51633,udp,1
5656,icmp,1
34985,tcp,1
32117,udp,2
5289,tcp,1
9553,icmp,1
27627,icmp,1
12631,icmp,1
63008,tcp,1
41375,tcp,1
8997,icmp,1
1899,icmp,2
49624,tcp,1
9999,tcp,1
50398,tcp,1
7821,icmp,1
18063,udp,1
42782,icmp,1
9705,udp,1
26596,tcp,1
59052,tcp,1
6723,tcp,1
9166,tcp,1
5078,udp,1
42254,udp,1
45046,udp,1
33789,icmp,1
30143,tcp,1
25992,udp,1
7650,icmp,1
35189,udp,1
45347,icmp,1
18982,tcp,1
54369,udp,1
43252,icmp,1
59080,tcp,1
48485,tcp,1
18828,icmp,1
43718,tcp,1
44314,icmp,1
36061,udp,1
34977,tcp,1
15863,tcp,1
26877,icmp,1
51287,icmp,1
47741,tcp,1
21177,udp,1
44538,udp,1
36905,tcp,1
43066,tcp,1
26866,icmp,1
50046,udp,1
46254,udp,1
40532,icmp,1
26303,icmp,1
62861,tcp,1
60636,tcp,1
29410,tcp,1
11644,icmp,1
62148,tcp,1
10386,tcp,1
53943,tcp,1
28806,tcp,1
36353,icmp,1
10465,udp,1
8626,udp,1
46612,tcp,1
25813,udp,1
4999,udp,1
64698,tcp,1
8010,udp,1
30659,tcp,1
60566,tcp,1
36457,tcp,1
47238,icmp,1
3666,icmp,1
39217,icmp,1
24668,icmp,1
33289,tcp,1
9101,icmp,1
24304,udp,1
49897,icmp,1
11718,udp,1
2361,tcp,1
50148,tcp,1
55502,tcp,1
55950,icmp,1
48299,udp,1
21304,tcp,1
31358,tcp,1
29924,icmp,1
20739,udp,1
46170,tcp,1
30565,udp,1
61519,icmp,1
22549,tcp,1
53142,udp,1
31135,tcp,1
34520,tcp,1
27881,icmp,1
35278,icmp,1
32703,icmp,1
60767,icmp,1
42433,udp,2
55801,icmp,1
29110,icmp,1
29363,udp,1
22211,icmp,1
7050,icmp,1
55189,udp,1
12199,icmp,1
1074,udp,1
56965,tcp,1
34576,tcp,1
41370,icmp,1
54260,udp,1
29039,icmp,1
41279,tcp,1
19934,udp,1
19925,udp,1
15661,udp,1
29331,icmp,1
30485,tcp,1
10581,udp,1
16714,icmp,1
56960,icmp,1
29426,tcp,1
5150,tcp,1
47903,icmp,1
49279,icmp,1
14656,icmp,1
60179,tcp,1
50244,udp,1
8801,tcp,1
13393,udp,1
10254,tcp,1
53172,tcp,1
8420,tcp,1
17427,udp,1
9311,tcp,1
39415,tcp,1
34368,tcp,1
37003,udp,1
45422,icmp,1
31933,icmp,1
10956,udp,1
36948,tcp,1
19384,udp,1
51116,icmp,1
20783,tcp,1
64319,udp,1
50237,icmp,1
9700,icmp,1
24068,udp,1
65449,icmp,1
57237,icmp,1
60885,udp,1
50787,udp,1
18984,tcp,2
48731,tcp,1
61796,icmp,1
26461,tcp,1
64927,tcp,1
53728,icmp,1
15727,udp,1
36596,tcp,1
44511,icmp,1
42403,icmp,1
56151,udp,1
2481,udp,1
62643,tcp,1
11706,icmp,1
35606,tcp,1
51021,icmp,1
37973,tcp,1
57693,tcp,1
1631,tcp,1
16251,udp,1
36103,icmp,1
19926,udp,1
10531,udp,1
37345,icmp,1
26029,tcp,1
50657,udp,1
62314,tcp,1
24685,tcp,1
4194,icmp,1
3263,tcp,1
11033,icmp,1
17645,udp,1
3645,udp,1
8455,tcp,1
64752,icmp,1
11603,udp,1
5096,udp,1
32905,udp,1
54197,icmp,1
9922,udp,1
41638,udp,1
28711,tcp,1
23723,tcp,1
29425,udp,1
62238,tcp,1
5751,udp,1
13308,tcp,1
21680,tcp,1
40907,tcp,1
64293,udp,1
41508,tcp,1
9115,tcp,1
57650,icmp,1
63024,icmp,1
28354,udp,1
52341,udp,1
53547,udp,1
37764,icmp,1
44198,udp,1
6070,udp,1
29464,tcp,1
51146,tcp,1
47220,tcp,1
27833,tcp,1
53621,udp,1
25238,icmp,1
41074,udp,1
53985,udp,1
13396,tcp,1
617,icmp,1
2608,icmp,1
48102,icmp,1
26564,udp,1
43208,icmp,1
58343,icmp,1
11148,tcp,1
11169,udp,1
11871,udp,1
21676,icmp,1
6607,tcp,1
62292,icmp,1
51553,udp,1
50571,tcp,1
38717,udp,1
63981,udp,1
6151,icmp,1
11989,udp,1
49466,udp,1
17598,tcp,1
36858,udp,1
10621,udp,1
10529,icmp,1
42311,udp,1
50179,udp,1
34495,icmp,1
64741,udp,1
5645,tcp,1
16390,udp,1
11190,udp,1
31968,icmp,1
64477,udp,1
65004,tcp,1
7928,icmp,1
3101,tcp,1
61432,udp,1
22658,udp,1
53678,icmp,1
35871,udp,1
18867,udp,1
65092,icmp,1
21993,tcp,1
61594,udp,1
55606,udp,1
33776,tcp,1
20108,icmp,1
19755,udp,1
29472,tcp,1
36364,icmp,1
56401,tcp,1
17769,udp,1
28550,tcp,1
6839,udp,1
46554,tcp,1
17587,tcp,1
24631,icmp,1
60692,tcp,1
56296,icmp,1
27688,udp,1
52848,icmp,1
16436,tcp,1
16544,udp,1
48560,tcp,1
26762,icmp,1
8029,icmp,1
7523,udp,1
36517,tcp,1
49628,icmp,1
16603,tcp,1
241,tcp,1
50494,udp,1
53241,tcp,1
1892,tcp,1
37317,tcp,1
27991,tcp,1
16895,udp,1
45440,tcp,1
26471,tcp,1
55454,icmp,1
6538,icmp,1
12670,icmp,1
46703,udp,2
27120,tcp,1
18539,icmp,1
27633,icmp,1
9502,icmp,1
8277,icmp,1
18741,udp,1
50102,icmp,1
17138,icmp,1
11536,tcp,1
47375,udp,1
51471,udp,1
29180,tcp,1
29261,icmp,1
7385,tcp,1
41322,icmp,1
27048,udp,1
28854,icmp,1
4109,icmp,1
21086,tcp,1
51203,tcp,1
11284,udp,1
3494,icmp,1
55568,udp,1
63577,udp,1
37387,icmp,1
366,icmp,1
56785,icmp,1
11017,tcp,1
33064,icmp,1
714,tcp,1
36910,udp,1
54233,tcp,1
47447,tcp,1
55262,tcp,1
11287,udp,1
30894,udp,1
5330,icmp,1
4012,udp,1
44018,icmp,1
42552,tcp,1
6417,icmp,1
12445,icmp,1
53989,icmp,1
7763,udp,1
64735,udp,1
10006,icmp,1
51290,udp,1
16606,tcp,1
46980,icmp,1
38719,icmp,1
13163,udp,1
19835,tcp,1
6591,tcp,1
3392,udp,1
61549,tcp,1
48967,udp,1
27570,udp,1
58630,udp,1
59216,udp,1
34193,udp,1
22042,icmp,1
64283,icmp,1
55619,udp,1
36359,tcp,2
62289,icmp,1
5264,icmp,1
21499,icmp,1
21228,tcp,1
7414,udp,1
43881,tcp,1
21244,icmp,1
61387,icmp,1
24681,udp,1
27730,udp,1
11674,icmp,1
22345,tcp,1
46222,icmp,1
34675,udp,1
63822,tcp,1
2653,udp,1
857,udp,1
45769,tcp,1
11098,icmp,1
17265,udp,1
57856,icmp,1
35111,icmp,1
54842,udp,1
5843,udp,1
36745,udp,1
60617,icmp,1
60670,icmp,1
45397,udp,1
7003,icmp,1
63689,tcp,1
800,tcp,1
42032,icmp,1
31891,udp,1
52819,tcp,1
14610,icmp,1
13175,tcp,1
55255,tcp,1
38222,icmp,1
28521,icmp,1
10815,udp,1
26928,tcp,1
46369,icmp,1
5948,tcp,1
15162,tcp,1
16518,tcp,1
65507,icmp,1
61213,tcp,1
10903,tcp,1
39810,udp,1
11938,tcp,1
57690,icmp,1
41020,icmp,1
61897,icmp,1
11221,tcp,1
9502,udp,1
21970,udp,1
37974,tcp,1
11491,icmp,1
51867,tcp,1
30753,udp,1
41232,tcp,1
22347,tcp,1
33842,tcp,1
1906,udp,1
26374,tcp,1
65495,icmp,1
8587,tcp,1
49273,tcp,1
56679,tcp,1
22093,tcp,1
15693,tcp,1
19076,udp,1
44676,tcp,1
7153,icmp,1
19709,tcp,1
46452,udp,1
41834,tcp,1
64552,icmp,1
43675,tcp,1
29088,tcp,1
6858,icmp,1
42127,icmp,1
32685,udp,1
38072,icmp,1
14494,tcp,1
6819,tcp,1
37146,udp,1
40572,tcp,1
44759,udp,1
15610,tcp,1
32721,udp,1
41043,udp,1
3601,udp,1
13210,icmp,1
55118,icmp,1
36442,udp,2
41322,udp,1
10913,icmp,1
37493,udp,1
21140,udp,1
29041,icmp,1
6302,tcp,1
1124,icmp,1
50040,icmp,1
15241,icmp,1
17671,icmp,1
14689,udp,1
63318,icmp,1
42036,udp,1
56166,udp,1
38118,icmp,1
5993,icmp,1
11309,udp,1
49699,tcp,1
26129,tcp,1
3378,tcp,1
22865,icmp,1
53351,icmp,1
4956,tcp,1
8899,udp,1
54677,tcp,1
20920,udp,1
43966,udp,1
50895,tcp,1
9925,tcp,1
65125,icmp,1
64714,udp,1
33537,tcp,1
17231,icmp,1
50631,icmp,1
30594,udp,1
18220,udp,1
35165,icmp,1
50169,tcp,1
43111,tcp,1
63679,tcp,1
19868,icmp,1
45971,icmp,1
28243,icmp,1
17307,tcp,1
32669,udp,1
55846,icmp,1
5099,udp,1
13214,udp,1
4467,tcp,1
10946,tcp,1
24320,icmp,1
54424,udp,1
51800,udp,1
25147,tcp,1
7622,udp,1
59966,icmp,2
51060,udp,1
32457,icmp,1
58769,udp,1
11572,tcp,1
27744,tcp,1
58396,tcp,1
12122,udp,1
3635,icmp,1
40811,udp,1
20245,tcp,1
64209,icmp,1
34546,icmp,1
54046,udp,1
25248,icmp,1
21225,tcp,1
49901,udp,1
7636,udp,2
46677,tcp,1
61852,icmp,1
25944,tcp,1
37752,icmp,1
4141,tcp,1
47986,udp,1
46564,icmp,1
27559,tcp,1
40171,tcp,1
11505,tcp,1
37934,icmp,1
20229,icmp,1
51451,icmp,1
43162,udp,1
9572,tcp,1
33969,icmp,1
14256,icmp,1
38540,icmp,1
44706,icmp,1
57272,icmp,1
1321,tcp,1
26463,tcp,1
40310,tcp,1
65287,udp,1
14770,icmp,2
19751,icmp,1
29186,icmp,1
58798,icmp,1
38613,icmp,1
43811,udp,1
7882,icmp,1
62106,icmp,1
32702,icmp,2
38134,icmp,1
30883,udp,1
63295,udp,2
542,icmp,1
5964,udp,1
26829,tcp,1
35233,udp,2
46673,udp,1
62033,tcp,1
10729,icmp,1
44355,icmp,1
24501,icmp,1
51906,icmp,1
29511,udp,1
48486,tcp,1
56010,icmp,1
59147,udp,1
63976,tcp,1
50659,udp,1
51041,tcp,1
3900,tcp,1
25957,icmp,1
9778,tcp,1
23867,icmp,1
8014,udp,1
64090,tcp,1
56062,tcp,2
33491,udp,1
6529,udp,1
44184,tcp,1
61003,udp,1
33646,icmp,1
52983,udp,1
